Player,Cap Hit (M$)
Mikael Johansson,0.775
Valdemar Johansson,0.775
Aaron Johnson,0.775
Ben Johnson,0.775
Jamie Johnson,0.775
Max Johnson,0.775
Nick Johnson,0.775
Theodor Johnsson,0.775
Andrew Johnston,0.775
Ryan Johnston,0.775
Stephen Johnston,0.775
Justin Jokinen,0.775
Michael Joly,0.775
Blair Jones,0.775
Connor Jones,0.65
Creed Jones,0.775
Graham Jones,0.775
Kellen Jones,0.775
Kyle Jones,0.775
Matt Jones,0.775
Lars Jonsson,0.775
Michal Jordan,0.775
Zac Jordan,0.775
Jagger Joshua,0.775
Derek Joslin,0.775
Andrew Joudrey,0.775
Michael Joyaux,0.775
Grant Jozefek,0.775
Torrie Jung,0.775
Jonas Junland,0.775
Julius Junttila,0.775
Milan Jurcina,0.775
Matt Jurusik,0.775
Jon Jutzi,0.775
Karolus Kaarlehto,0.775
Kirill Kabanov,0.775
Andreas Kaberg,0.775
Ondrej Kachyna,0.775
Corbin Kaczperski,0.775
Alexander Kadeykin,0.775
Dmitri Kagarlitsky,0.775
Alexei Kaigorodov,0.775
Rylan Kaip,0.775
Rio Kaiser,0.775
Antti Kalapudas,0.775
Yanni Kaldis,0.775
Zane Kalemba,0.775
Jon Kalinski,0.775
Brooklyn Kalmikov,0.775
Janis Kalnins,0.775
Petr Kalus,0.775
Dino Kambeitz,0.775
Pavel Kamko,0.775
Maximilian Kammerer,0.87
Tomas Kana,0.775
Cory Kane,0.775
Alex Kangas,0.775
Gabriel Kangas,0.775
Iikka Kangasniemi,0.775
Petr Kanko,0.775
Matyas Kantner,0.775
Kai Kantola,0.775
Michael Kantor,0.775
Keegan Kanzig,0.775
Konsta Kapanen,0.775
Brennan Kapcheck,0.775
Michael Kapla,0.874125
Jiri Karafiat,0.775
Adam Karashik,0.775
Andrei Kareyev,0.775
Tomi Karhunen,0.775
Martin Kariya,0.775
Jarno Karki,0.775
Keegan Karki,0.775
Henrik Karlsson,0.775
Mattias Karlsson,0.775
Maxim Karpov,0.775
Paul Karpowich,0.775
Roger Karrer,0.775
Martins Karsums,0.775
Jorgen Karterud,0.775
Roni Karvinen,0.775
Jason Kasdorf,0.775
Libor Kasik,0.775
Olli Kaskinen,0.775
Lukas Kaspar,0.775
Matt Kassian,0.775
Ray Kaunisto,0.775
Maxim Kazakov,0.775
Justin Kea,0.775
Gerard Keane,0.775
Austen Keating,0.775
Roman Kechter,0.775
Adam Keefe,0.775
Mike Keenan,0.775
Matt Keetley,0.775
Colton Kehler,0.775
Theo Keilin,0.775
Matt Keith,0.775
Tyler Kelleher,0.775
Matthew Kellenberger,0.775
Justin Keller,0.775
Ryan Keller,0.775
Aidan Kelly,0.775
Dan Kelly,0.775
Kyle Kelsey,0.775
Brett Kemp,0.775
Matt Kennedy,0.775
Tim Kennedy,0.775
Tyler Kennedy,0.775
Remington Keopple,0.775
Michael Keranen,0.775
Braidon Kerbs,0.775
Jack Kernan,0.775
Blake Kessel,0.775
Colin Kessler,0.775
Kale Kessy,0.775
Josh Kestner,0.775
Juuso Ketola,0.775
Ilya Khokhlov,0.775
Vadim Khomitski,0.775
Ivan Khomutov,0.775
Brenden Kichton,0.7
Kameron Kielly,0.775
Thomas Kiesewetter,0.775
Tuomas Kiiskinen,0.775
Patrick Killeen,0.775
Matt Killian,0.775
Eero Kilpelainen,0.775
Oskar Kind Bakkevig,0.775
D.J. King,0.775
Jeff King,0.775
Tristan King,0.775
Gunner Kinniburgh,0.775
Geoff Kinrade,0.775
Tim Kirby,0.775
Clayton Kirichenko,0.775
Luke Kirwan,0.775
Scott Kishel,0.775
Julian Kislin,0.775
Maxim Kitsyn,0.775
Henri Kiviaho,0.775
Teemu Kivihalme,0.725
Linus Klasen,0.775
Sam Klassen,0.775
Brandon Klein,0.775
Anton Klementyev,0.775
Jakub Klepis,0.775
Karel Klikorka,0.775
Kelly Klima,0.775
Kevin Klima,0.775
Rob Klinkhammer,0.775
Garrett Klotz,0.775
Kyle Klubertanz,0.775
Jordan Knackstedt,0.775
Connor Knapp,0.775
Dion Knelsen,0.775
William Knierim,0.775
Jared Knight,0.775
Eric Knodel,0.775
Graham Knott,0.728333
Igor Knyazev,0.775
Chuck Kobasew,0.775
Nikolas Koberstein,0.775
Cash Koch,0.775
Nikita Kochubeynik,0.775
Filip Koffer,0.775
Dustin Kohn,0.775
Mason Kohn,0.775
Ville Koistinen,0.775
Denis Kokarev,0.775
Chad Kolarik,0.775
Milan Kolena,0.775
David Kolomatis,0.775
Sergei Kolosov,0.775
Ville Kolppanen,0.775
Kirill Koltsov,0.775
Mike Komisarek,0.775
Matthew Konan,0.775
Maxim Kondratiev,0.775
Kyle Konin,0.775
Semyon Konopsky,0.775
Petri Kontiola,0.775
Logan Koopmans,0.775
Levko Koper,0.775
Gasper Kopitar,0.775
Matthew Kopperud,0.775
Juho Korhonen,0.775
Dmitry Korobov,0.775
Sergei Korostin,0.775
Cameron Korpi,0.775
Fabio Kose,0.775
Vasily Koshechkin,0.775
Jesse Koskenkorva,0.775
Scott Kosmachuk,0.65
Ivan Kosorenkov,0.775
Nick Kossoff,0.775
Jan Kostalek,0.775
Sergei Kostenko,0.775
Denis Kostin,0.775
Michael Kostka,0.775
Joshua Kotai,0.775
Brenden Kotyk,0.775
Patrick Koudys,0.775
Miles Koules,0.775
Dmitri Koutsomitis,0.775
Greg Koutsomitis,0.775
Robin Kovacs,0.775
Jakub Kovar,0.775
Justin Kowalkoski,0.775
Lukas Kozak,0.775
Andrew Kozek,0.775
Alexei Kozhevnikov,0.775
Ivan Kozlov,0.775
Trevin Kozlowski,0.775
Brandon Kozun,0.775
Taran Kozun,0.775
Lukas Krajicek,0.775
Nico Krammer,0.775
Alexei Krasikov,0.775
Renars Krastenbergs,0.775
Kalle Kratz,0.775
Adam Krause,0.775
Dennis Kravchenko,0.775
Karel Krepelka,0.775
Kamil Kreps,0.775
Emil Kristensen,0.775
Artem Kriukov,0.775
Kasper Krog,0.775
Bogdan Krokhalyov,0.775
Justin Krueger,0.775
James Kruger,0.775
Martins Kruklitis,0.775
Bjorn Krupp,0.775
Alex Krushelnyski,0.775
Yevgeni Krutikov,0.775
Jeff Kubiak,0.75
Adam Kubik,0.775
Radek Kucerik,0.775
Vadim Kudako,0.775
Tomas Kudelka,0.775
Dmitry Kugryshev,0.775
Jasper Kuhta,0.775
Yegor Kuimov,0.775
Ryan Kujawinski,0.925
Lasse Kukkonen,0.775
Ivan Kulbakov,0.775
Arturs Kulda,0.775
Jake Kulevich,0.775
Cody Kunyk,0.775
Lubomir Kupco,0.775
Daniel Kurovsky,0.775
John Kurtz,0.775
Emil Kuusla,0.775
Vladimir Kuznetsov,0.775
David Kvasnicka,0.775
David Kveton,0.775
Oskar Kvist,0.775
Rob Kwiet,0.775
Milan Kytnar,0.775
Dan LaCosta,0.775
Antoine LaFleur,0.775
Jean-Paul LaFontaine,0.775
Chase LaPinta,0.775
Derrick LaPoint,0.775
Nolan LaPorte,0.775
Chad LaRose,0.775
Jordan LaVallee,0.775
Teemu Laakso,0.775
Noah Laaouan,0.775
Dylan Labbe,0.775
Olivier Labelle,0.775
Vincent Labelle,0.775
Dave Labrecque,0.775
Hubert Labrie,0.7
Pierre-Cedric Labrie,0.7708
Jakub Lacka,0.775
Simon Lacroix,0.775
Felix Lafrance,0.775
Jacob Lagace,0.775
Antoine Laganiere,0.775
Lucas Lagerberg Hoen,0.775
Janne Lahti,0.775
Severi Lahtinen,0.775
Kellan Lain,0.775
Brandon Lajoie,0.775
Jani Lajunen,0.775
Kevin Lalande,0.775
Joey Laleggia,0.675
David Laliberte,0.775
Bradley Lalonde,0.775
Owen Lalonde,0.775
Tanner Lam,0.775
Maxim Lamarche,0.775
Jimmy Lambert,0.775
John Lammers,0.775
Jean-Philippe Lamoureux,0.775
Bryce Lampman,0.775
Lester Lancaster,0.775
Charles Landry,0.775
Jon Landry,0.775
Matt Lane,0.775
Phil Lane,0.775
Tanner Lane,0.775
Tristin Langan,0.775
Maxime Langelier-Parent,0.775
Chris Langkow,0.775
Rocky Langvardt,0.775
Ryan Lannon,0.775
Francesco Lapenna,0.775
Maxim Lapierre,0.775
Yan Pavel Laplante,0.775
Philippe Lapointe,0.775
Igor Larionov,0.775
Colin Larkin,0.69
Ryan Larkin,0.775
Drew Larman,0.775
Sasha Larocque,0.775
Justin Larose,0.775
Zac Larraza,0.775
Kasper Larsen,0.775
Philip Larsen,0.775
Justin Larson,0.775
Daniel Larsson,0.775
Emil Larsson,0.775
Ludvig Larsson,0.775
Ryan Lasch,0.775
Matt Lashoff,0.775
Cody Laskosky,0.775
Matias Lassen,0.775
Nicklas Lasu,0.775
Olivier Latendresse,0.775
Tanner Latsch,0.775
Michael Latta,0.65
Nickolas Latta,0.775
Otto Latvala,0.775
Markus Lauridsen,0.775
Oliver Lauridsen,0.775
Eetu Laurikainen,0.775
Ethan Lavallee,0.775
Hayden Lavigne,0.775
Mael Lavigne,0.775
Simon Lavigne,0.775
Joe Lavin,0.775
Chris Lawrence,0.775
Donte Lawson,0.775
Kyle Lawson,0.775
Nathan Lawson,0.775
Maxim Lazarev,0.775
Drew LeBlanc,0.775
Jacob LeBlanc,0.775
Peter LeBlanc,0.775
Stefan LeBlanc,0.775
Cy LeClerc,0.775
Joey Leach,0.775
Joe Leahy,0.775
Daniel Leavens,0.775
Patrick Leaver,0.775
Brett Lebda,0.775
Daniel Lebedeff,0.775
Jean-Francois Leblanc,0.775
Nathan Lecompte,0.775
Jerome Leduc,0.775
Loic Leduc,0.775
Jacob Ledyard,0.775
Ryall Ledyard,0.775
Taggart Ledyard,0.775
Brian Lee,0.775
Jake Lee,0.775
John Lee,0.775
Mike Lee,0.775
Dawson Leedahl,0.749167
Jesse Lees,0.775
Martin Lefebvre,0.775
Philippe Lefebvre,0.775
Stefan Legein,0.775
David Leggio,0.775
Scott Lehman,0.775
Yanick Lehoux,0.775
Joonas Lehtivuori,0.775
Sisu-Petteri Lehtonen,0.775
Boston Leier,0.775
Matt Leitner,0.775
Stefanos Lekkas,0.7
Nikolai Lemtyugov,0.775
Radan Lenc,0.775
Guillaume Lepine,0.775
Sami Lepisto,0.775
Onni Leppanen,0.775
Bryan Lerg,0.775
Paxton Leroux,0.775
Vyacheslav Leshchenko,0.775
Ville Leskinen,0.775
Hugo Leufvenius,0.775
Pavel Leuka,0.775
Jean-Philippe Levasseur,0.775
Daultan Leveille,0.775
Loik Leveille,0.775
Austin Levi,0.775
Eric Levine,0.775
Mitchell Lewandowski,0.775
Grant Lewis,0.775
Miles Liberati,0.775
David Liffiton,0.775
Thomas Lillie,0.775
Marcus Limpar-Lantz,0.775
Perttu Lindgren,0.775
Ryley Lindgren,0.775
Jaden Lindo,0.775
Joakim Lindstrom,0.775
Mattias Lindstrom,0.775
Charles Linglet,0.775
Roberts Lipsbergs,0.775
Enver Lisin,0.775
Adam Liska,0.775
Liam Liston,0.775
Broc Little,0.775
Mike Little,0.775
Lucas Littlejohn,0.775
James Livingston,0.775
Mark Liwiski,0.775
Darby Llewellyn,0.775
William LoSauro,0.775
Vincent LoVerde,0.725
Will Lochead,0.775
Corey Locke,0.775
Luke Lockhart,0.775
Derek Lodermeier,0.775
Jimmy Lodge,0.775
Romain Loeffel,0.775
Sam Lofquist,0.775
Troy Loggins,0.775
Ryan Lohin,0.7925
Stefan Loibl,0.775
Alexis Loiseau,0.775
Martin Lojek,0.775
Andrei Loktionov,0.775
Tanner Lomsnes,0.775
Ty Loney,0.775
Colin Long,0.775
Nathan Longpre,0.775
Jens Looke,0.925
Joe Loprieno,0.775
Matt Lorito,0.675
Yoan Loshing,0.775
Austin Lotz,0.775
Kevin Lough,0.775
Griffin Loughran,0.775
Mark Louis,0.775
Preston Lounsbury,0.775
Lennart Louvanto,0.775
Ryan Lowe,0.775
Niklas Lucenius,0.775
Mario Lucia,0.775
Tony Lucia,0.775
Anthony Luciani,0.775
C.J. Ludwig,0.775
Trevor Ludwig,0.775
Ned Lukacevic,0.775
Anton Lukichyov,0.775
Jarid Lukosevicius,0.775
Emil Lundberg,0.775
Martin Lundberg,0.775
Josh Lunden,0.775
Mike Lundin,0.775
Alexander Lundqvist,0.775
Niklas Lundstrom,0.775
Charlie Lurie,0.775
Nicholas Luukko,0.775
Kirill Lyamin,0.775
Nikita Lyamkin,0.775
Bobby Lynch,0.775
Doug Lynch,0.775
Zac Lynch,0.775
Alan Lyszczarczyk,0.775
Joonas Lyytinen,0.74
David Ma,0.775
Rami Maatta,0.775
Anderson MacDonald,0.775
Franklin MacDonald,0.775
Ross MacDougall,0.775
James MacGregor,0.775
Bobby MacIntyre,0.775
Cam MacIntyre,0.775
Duncan MacIntyre,0.775
Parker MacKay,0.775
Matt MacKenzie,0.775
Kyle MacKinnon,0.775
Ryan MacKinnon,0.775
Gregor MacLeod,0.775
Logan MacMillan,0.775
Mark MacMillan,0.775
Dylan MacPherson,0.775
Andrew MacWilliam,0.775
Matt Maccarone,0.775
Brooks Macek,0.65
Matej Machovsky,0.775
Vasili Machulin,0.775
Krzysztof Macias,0.775
Ray Macias,0.775
Antons Macijevskis,0.775
Simon Mack,0.775
Jack Maclellan,0.775
Isaac Macleod,0.775
Johnathan Macleod,0.775
Cameron Maclise,0.775
Rob Madore,0.775
Merrick Madsen,0.7675
Morten Madsen,0.775
Mikko Maenpaa,0.775
Brandon Magee,0.775
Daniel Maggio,0.775
Olivier Magnan,0.775
Sean Maguire,0.775
Matt Mahalak,0.775
Jordan Maher,0.775
Raphael Maheux,0.775
Marcel Mahkovec,0.775
Jarrod Maidens,0.775
Andreas Maier,0.775
Nolan Maier,0.775
Mathew Maione,0.775
Andrey Makarov,0.775
Alexei Makeyev,0.775
Ryan Maki,0.775
Tomi Maki,0.775
Jussi Makkonen,0.775
David Makowski,0.775
Kyle Maksimovich,0.775
Carter Malette,0.775
Jordan Malette,0.775
James Malm,0.775
Denis Malov,0.775
Vyacheslav Malov,0.775
Fyodor Malykhin,0.775
Renat Mamashev,0.775
Mark Mancari,0.775
Jan Mandat,0.775
Denver Manderson,0.775
Ethan Manderville,0.775
Axel Mangbo,0.775
Matt Mangene,0.775
Daniel Mannella,0.775
Tommi Mannisto,0.775
Quinn Mantei,0.775
Roman Manukhov,0.775
Matia Marcantuoni,0.775
Chase Marchand,0.775
Matt Marcinew,0.775
Tomas Marcinko,0.775
Louick Marcotte,0.775
James Marcou,0.775
Etienne Marcoux,0.775
Chad Marescalchi,0.775
Dylan Margonari,0.775
Matej Marinov,0.775
Masi Marjamaki,0.775
Vincent Marleau,0.775
Francis Marotte,0.775
Matt Marquardt,0.775
Adam Marsh,0.775
Kevin Marshall,0.775
Chris Martenet,0.703333
Christian Marti,0.775
Brycen Martin,0.685
James Martin,0.775
Jonathon Martin,0.800833
Max Martin,0.775
Mitchell Martin,0.775
Ryan Martindale,0.775
Phelix Martineau,0.775
Giacomo Martino,0.775
Eric Martinsson,0.925
Antonio Martorana,0.775
Lino Martschini,0.775
Igor Martynov,0.775
Ryan Massa,0.775
Dany Masse,0.775
Zachary Massicotte,0.775
Carter Massier,0.775
Antonio Mastropietro,0.775
Martin Matejicek,0.775
Derek Mathers,0.775
Mark Matheson,0.775
Jacob Mathieu,0.775
Aleksi Matinmikko,0.775
Jon Matsumoto,0.775
Jesper Mattila,0.775
Julius Mattila,0.775
Leif Mattson,0.775
Ross Mauermann,0.775
Ben Maxwell,0.775
Brandon Maxwell,0.775
Jeff May,0.775
Johno May,0.775
Sawyer Mayes,0.775
Kyle Mayhew,0.775
Maksim Mayorov,0.775
Nikolai Mayorov,0.775
Kaidan Mbereko,0.775
Kenndal McArdle,0.775
Colby McAuley,0.775
Jamie McBain,0.65
Nick McBride,0.775
Kale McCallum,0.775
John McCarron,0.775
Patrick McCarron,0.775
Chris McCarthy,0.775
Connor McCarthy,0.775
Dennis McCauley,0.775
Brad McClure,0.775
Hayden McCool,0.775
Adam McCormick,0.775
Riley McCourt,0.775
Donovan McCoy,0.775
Alec McCrea,0.775
Conner McDonald,0.775
Jon McDonald,0.775
Patrick McEachen,0.775
Evan McEneny,0.6575
James McEwan,0.775
Garrett McFadden,0.775
Josh McFadden,0.775
Kendall McFaull,0.775
Tim McGauley,0.775
Tye McGinn,0.65
Conor McGlynn,0.775
Rob McGovern,0.775
Patrick McGrath,0.775
Sean McGurn,0.775
Gavin McHale,0.775
John McInnis,0.775
Luke McInnis,0.775
David McIntyre,0.775
Ryan McKay,0.775
Michael McKee,0.775
Zach McKelvie,0.775
Ian McKenzie,0.775
Dylen McKinlay,0.775
Ian McKinnon,0.775
Mitch McLain,0.775
Frazer McLaren,0.775
Wyatt McLeod,0.775
Brannon McManus,0.775
Brandon McMillan,0.775
Carson McMillan,0.775
Mike McMurtry,0.775
Brandon McNally,0.775
Patrick McNally,0.775
Luke McNamara,0.775
Matt McNeely,0.775
Tyler McNeely,0.775
Grant McNeill,0.775
Patrick McNeill,0.775
Reid McNeill,0.775
Cade McNelly,0.775
Cedric McNicoll,0.775
Steve McParland,0.775
Graham McPhee,0.775
Allan McPherson,0.775
Corbin McPherson,0.775
Philip McRae,0.775
Tye McSorley,0.775
Adam Mechura,0.775
David Meckler,0.775
Tom Mediak,0.775
Kyle Medvec,0.775
Derek Meech,0.775
Ben Meisner,0.775
T.J. Melancon,0.775
Drew Melanson,0.775
Ilari Melart,0.775
Hampus Melen,0.775
James Melindy,0.775
Josh Melnick,0.925
Justin Mercier,0.775
Medric Mercier,0.775
Igor Merezhko,0.775
Christopher Merisier-Ortiz,0.775
Dominick Mersch,0.775
Eric Mestery,0.775
Juha Metsola,0.775
Tim Metzger,0.775
Garrett Meurs,0.775
Brady Meyer,0.775
Nicolai Meyer,0.775
Stefan Meyer,0.775
Josh Meyers,0.775
Karlis Mezsargs,0.775
Jacob Micflikier,0.775
Rob Michel,0.775
Andy Miele,0.725
Verner Miettinen,0.775
Vladimir Mihalik,0.775
Kalle Miketinac,0.775
Nikita Mikhailis,0.775
Vladimir Mikhalyov,0.775
Denis Mikhnin,0.775
Brendan Mikkelson,0.775
Juraj Mikus,0.775
Corey Milan,0.775
Dan Milan,0.775
Connor Milburn,0.775
Andrew Miller,0.65
Brenden Miller,0.775
Greg Miller,0.775
T.J. Miller,0.775
Brad Mills,0.775
Parker Milner,0.65
Stefan Milosevic,0.775
Duncan Milroy,0.775
Trevor Mingoia,0.775
Edwin Minney,0.775
Artyom Minulin,0.775
Marco Miranda,0.775
Ilya Mironov,0.775
Brett Mirwald,0.775
Alexander Mirzabalayev,0.775
Adrian Misaljevic,0.775
Ryan Misiak,0.775
Zach Miskovic,0.775
Jason Missiaen,0.775
Dale Mitchell,0.775
Garrett Mitchell,0.775
Mason Mitchell,0.88375
Mark Mitera,0.775
Evgeny Mityakin,0.775
Yuki Miura,0.775
Mattias Modig,0.775
Lee Moffie,0.775
Sami Moilanen,0.775
Emil Molin,0.775
Oscar Moller,0.775
Stefano Momesso,0.775
Domenic Monardo,0.775
Guillaume Monast,0.775
Benoit Mondou,0.775
Josh Monk,0.775
Brock Montgomery,0.775
Kevin Montgomery,0.775
Etienne Montpetit,0.775
Nathan Moon,0.775
Bryan Moore,0.775
Cole Moore,0.775
Greg Moore,0.775
Mike Moore,0.775
Ryan Moore,0.775
Michal Moravcik,0.925
David Moravec,0.775
Cody Morgan,0.775
Pierre-Olivier Morin,0.775
Tyler Morley,0.775
Greg Moro,0.775
Ilya Morozov,0.775
Yegor Morozov,0.775
Marco Morra,0.775
Mike Morris,0.775
Kenney Morrison,0.775
Shaone Morrisonn,0.775
Gavin Morrissey,0.775
Steve Moses,0.775
Evan Mosey,0.775
Marian Mosko,0.775
Simon Motew,0.775
Johan Motin,0.775
C.J. Motte,0.775
Kael Mouillierat,0.775
Tyler Moy,0.7925
Vojtech Mozik,0.68
Kurtis Mucha,0.775
Jacob Mucitelli,0.775
Chris Mueller,0.7
Marcel Mueller,0.775
Peter Mueller,0.775
Tyler Mueller,0.775
Aidan Muir,0.775
Derek Mullahy,0.775
Pat Mullane,0.775
Patrick Mullen,0.775
Jonas Muller,0.775
Moritz Muller,0.775
Nicolas Muller,0.775
James Mullin,0.775
Teodor Munther,0.775
Ivan Muranov,0.775
Alexander Muromtsev,0.775
Matt Murphy,0.775
Mike Murphy,0.775
R.J. Murphy,0.775
Evan Murr,0.775
Brady Murray,0.775
Garth Murray,0.775
Jacob Murray,0.775
Jamie Murray,0.775
Jordan Murray,0.775
Justin Murray,0.775
Jan Mursak,0.775
John Muse,0.65
Maxim Musorov,0.775
Daniel Muzito-Bagenda,0.775
Jesse Mychan,0.775
Oleksii Myklukha,0.775
Jesper Myrenberg,0.775
Wesley Myron,0.775
Spencer Naas,0.775
Mark Naclerio,0.775
Zachary Nagelvoort,0.775
Pat Nagle,0.775
Adam Najman,0.775
Ondrej Najman,0.775
Kristian Nakyva,0.775
Max Namestnikov,0.775
Tyler Nanne,0.775
Brendon Nash,0.775
Linus Nassen,0.775
Zach Nastasiuk,0.775
Kevin Nastiuk,0.775
Mikhail Naumenkov,0.775
Brad Navin,0.775
Michael Neal,0.775
Martin Neckar,0.775
Richard Nedomlel,0.775
John Negrin,0.775
Chad Nehring,0.775
Eric Neiley,0.775
Eric Neilson,0.775
Richard Nejezchleb,0.775
Arkhip Nekolenko,0.775
Chris Nell,0.925
Anthony Nellis,0.775
Levi Nelson,0.775
Arttu Nevasaari,0.775
Jackson Nevers,0.775
Jacob Neveu,0.775
Jack Nevins,0.775
Daniel New,0.775
Patrick Newell,0.7925
Jake Newton,0.775
Marcus Nguyen,0.775
Max Nicastro,0.775
Brian Nicholas,0.775
Josh Nicholls,0.775
Justin Nichols,0.775
Dustin Nickel,0.775
Matt Nickerson,0.775
Carl Nielsen,0.775
Jonatan Nielsen,0.775
Mika Niemi,0.775
Logan Nijhoff,0.775
Petteri Nikkila,0.775
Artyom Nikolayev,0.775
Ivan Nikolishin,0.775
Alexander Nikulin,0.775
Robert Nilsson,0.775
Tom Nilsson,0.775
Wiktor Nilsson,0.775
Kirill Nizhnikov,0.775
Marcel Noebels,0.775
Petteri Nokelainen,0.775
Brandon Nolan,0.775
Garrett Noonan,0.775
Maxim Noreau,0.775
Jakob Noren,0.775
Tobias Normann,0.775
Tyler Nother,0.775
Max Novak,0.775
Jiri Novotny,0.775
Marco Nowak,0.775
John Nyberg,0.745
Melvin Nyffeler,0.775
Magnus Nygren,0.775
Jorgen Nyhus Myhre,0.775
Linus Nyman,0.775
Brogan OBrien,0.775
Paris OBrien,0.775
Shane OBrien,0.775
Zach OBrien,0.775
Ryan OByrne,0.775
Eric ODell,0.775
Shawn ODonnell,0.775
Dan ODonoghue,0.775
Michael OLeary,0.775
Ryan OMarra,0.775
Andrew ONeill,0.775
Brian ONeill,0.775
Wes ONeill,0.775
Will ONeill,0.6125
Sean ORourke,0.775
Brendan O`Donnell,0.775
Evan Oberg,0.775
Andrew Oglevie,0.75
Sergei Ogorodnikov,0.775
Dmitri Ogurtsov,0.775
Victor Ohman,0.775
Niko Ojamaki,0.775
Zachary Okabe,0.775
Andrew Oke,0.775
Scott Oke,0.775
Ahti Oksanen,0.775
Emil Oksanen,0.775
Sondre Olden,0.775
Travis Oleksuk,0.775
Steve Oleksy,0.65
Nick Olesen,0.775
Rostislav Olesz,0.775
Gustav Olhaver,0.775
Jimmy Oligny,0.65
Mathis Olimb,0.775
Kohen Olischefski,0.775
Nick Oliver,0.775
Sam Oliver,0.775
Juho Olkinuora,0.775
Adam Ollas Mattson,0.775
Jesper Olofsson,0.775
Ryan Olsen,0.775
Brett Olson,0.775
Drew Olson,0.775
Tate Olson,0.775
Eric Olsson,0.775
Sebastian Olsson,0.775
Linus Olund,0.775833
Peter Olvecky,0.775
Mark Olver,0.775
Linus Omark,0.775
Matt Onuska,0.775
Luke Opilka,0.6975
Valeri Orekhov,0.775
Phil Oreskovic,0.775
Victor Oreskovich,0.775
Todd Orlando,0.775
Michal Orsulak,0.775
Austin Ortega,0.775
Oskar Osala,0.775
Dmitry Osipov,0.775
Vyacheslav Osnovin,0.775
Turner Ottenbreit,0.775
Axel Ottosson,0.775
Ryan Oulahen,0.775
Nikita Ovcharov,0.775
Alex Overhardt,0.775
Shane Owen,0.775
Chris Owens,0.775
Jordan Owens,0.775
Mark Owuya,0.775
Sebastian Owuya,0.775
Nathan Oystrick,0.775
Patriks Ozols,0.775
Pavel Padakin,0.775
Cam Paddock,0.775
Nathan Paetsch,0.775
Ziyat Paigin,0.85875
Maximilian Pajpach,0.775
Frank Palazzese,0.775
Brett Palin,0.775
Jarod Palmer,0.775
Joseph Palmer,0.775
Nick Palmieri,0.775
Zach Palmquist,0.775
Antti Palojarvi,0.775
Olli Palola,0.775
Aaron Palushaj,0.775
Oula Palve,0.7925
Nathan Pancel,0.775
Jimmy Panos,0.775
Jordan Papirny,0.775
Zachary Paputsakis,0.775
Philippe Paradis,0.775
Francis Pare,0.775
Ryan Parent,0.775
Rylan Parenteau,0.775
Thomas Parisi,0.775
John Parker Jones,0.775
John Parker,0.775
Jonathan Parker,0.775
Trevor Parkes,0.775
Michael Parks,0.775
Tyler Parks,0.775
Blake Parlett,0.775
Brett Parnham,0.775
Scott Parse,0.775
Adam Parsells,0.775
Mika Partanen,0.775
Vladislav Pashuto,0.775
Josh Passolt,0.775
Michael Pastujov,0.775
Brady Pataki,0.775
Jasper Patrikainen,0.775
Gaelan Patterson,0.775
Kent Patterson,0.775
Geoff Paukovich,0.775
Jaroslav Pavelka,0.775
Adam Payerl,0.775
Cody Payne,0.775
Robbie Payne,0.775
Elgin Pearce,0.775
Jordan Pearce,0.775
Ethan Pearson,0.775
Justin Pearson,0.775
Kaleb Pearson,0.775
Liam Pecararo,0.775
Alexander Pechurskiy,0.775
Ryan Peckford,0.775
Theo Peckham,0.775
Ruslan Pedan,0.775
Oliver Peer,0.775
Senna Peeters,0.775
Matt Pelech,0.775
Pascal Pelletier,0.775
William Pelletier,0.775
Rod Pelley,0.775
Jeff Penner,0.775
Ryan Penny,0.775
Maks Percic,0.775
Reid Perepeluk,0.775
Lucas Peressini,0.775
Alexander Perezhogin,0.775
Stephen Perfetto,0.775
Nathan Perkovich,0.775
Joel Perrault,0.775
Henrik Persson,0.775
John Persson,0.775
Andrew Peski,0.775
Harri Pesonen,0.775
Inti Pestoni,0.775
Alex Petan,0.775
Jonas Peterek,0.775
Anthony Peters,0.775
Brayden Peters,0.775
Taylor Peters,0.775
Nick Petersen,0.775
Judd Peterson,0.775
William Pethrus,0.775
Richard Petiot,0.775
Nick Petrecki,0.775
Daniil Petrenko,0.775
Stas Petrosyan,0.775
Andrew Petrucci,0.775
Jakub Petruzalek,0.775
Reid Petryk,0.6225
Adam Pettersson,0.775
Emil Pettersson,0.7425
Fredrik Pettersson,0.775
Hugo Pettersson,0.775
Jesper Pettersson,0.775
Fredrik Pettersson-Wentzel,0.775
Niki Petti,0.775
Kyle Pettit,0.775
Alexander Petunin,0.775
Leo Pfoderl,0.775
James Phelan,0.775
Matthew Philip,0.775
Jamie Phillips,0.675
Colton Phinney,0.775
Alexandre Picard,0.775
Sebastien Piche,0.775
Timo Pielmeier,0.775
Riley Piercey,0.775
Casey Pierro-Zabotel,0.775
Antti Pihlstrom,0.775
Kari Piiroinen,0.775
Ryan Pilon,0.775
Fabrizio Pilu,0.775
Braden Pimm,0.775
Adam Pineault,0.775
Steven Pinizzotto,0.775
Matej Pinkas,0.775
Rick Pinkston,0.775
Gino Pisellini,0.775
Joe Piskula,0.775
Milan Pisoja,0.775
Matt Pistilli,0.775
Luke Pither,0.775
Joni Pitkanen,0.775
Miikka Pitkanen,0.775
Josh Pitt,0.775
Bryan Pitton,0.775
Jason Pitton,0.775
