"ID","Player","Team","Position","RkOv","Status","Roster Status","Age","Opponent","FPts","FP/G","Ros","+/-"
"*05oxl*","Leevi Merilainen","OTT","G","707","Bigdawn","Minors","23","","6.25","3.13","30%","-5%"
"*06rus*","Brady Martin","NSH","F","724","Bigdawn","Minors","18","VAN Mon 8:30PM","5","1.67","35%","-3.3%"
"*02b76*","Vincent Trocheck","NYR","F","746","Boeuf_","Inj Res","32","","3.5","1.75","86%","-1.2%"
"*05ui4*","Dalibor Dvorsky","STL","F","741","DJCarrot","Minors","20","EDM Mon 8:30PM","3.5","1.75","33%","-3.1%"
"*03mbn*","Mackenzie Blackwood","COL","G","747","DaddyX23","Inj Res","28","","3","3","97%","-0.2%"
"*03j8l*","Noah Hanifin","VGK","D","768","Fred_Lan","Reserve","28","","1.5","1.5","77%","-2.8%"
"*05tqu*","Logan Mailloux","STL","D","769","Pleka","Minors","22","EDM Mon 8:30PM","1.5","0.19","38%","-5.1%"
"*05w9b*","Calum Ritchie","NYI","F","779","Doumi","Minors","20","","1","0.5","31%","-3.9%"
"*05k9a*","Emil Andrae","PHI","D","773","SamBleau","Minors","23","","1","0.5","11%","-2.6%"
"*03uzr*","Matthew Tkachuk","FLA","F","7684","DJCarrot","Inj Res","27","","0","0","93%","-1.4%"
"*01ztp*","Zach Hyman","EDM","F","3698","Pouding_","Inj Res","33","@STL Mon 8:30PM","0","0","92%","-0.9%"
"*04uql*","Cole Perfetti","WPG","F","6074","DJCarrot","Minors","23","","0","0","69%","-3.3%"
"*02un7*","Aleksander Barkov","FLA","F","1089","Pouding_","Inj Res","30","","0","0","61%","-2.5%"
"*042w1*","Joseph Woll","TOR","G","8241","Olilapat","Inj Res","27","PIT Mon 7:30PM","0","0","59%","-2.9%"
"*06ag2*","James Hagens","BOS","F","3265","Boeuf_","Minors","19","","0","0","39%","-2.4%"
"*06axe*","Gabe Perreault","NYR","F","6082","Bigdawn","Minors","20","","0","0","39%","-2.5%"
"*06jhd*","Anton Frondell","CHI","F","2858","DJCarrot","Minors","18","@SEA Mon 10:00PM","0","0","39%","-2.2%"
"*068yz*","Jacob Fowler","MTL","G","2808","Olilapat","Minors","20","","0","0","38%","-2.6%"
"*06hj9*","Porter Martone","PHI","F","5073","DJCarrot","Minors","19","","0","0","38%","-2.1%"
"*06fzv*","Cole Hutson","WSH","D","3689","Olilapat","Minors","19","","0","0","38%","-2.7%"
"*06jhc*","Tij Iginla","UTA","F","3708","DaddyX23","Minors","19","","0","0","37%","-2.8%"
"*06hcq*","Carter Yakemchuk","OTT","D","8275","Fred_Lan","Minors","20","","0","0","37%","-3.2%"
"*06loq*","Caleb Desnoyers","UTA","F","2282","DaddyX23","Minors","18","","0","0","36%","-2.5%"
"*06ig3*","Cayden Lindstrom","CBJ","F","4737","Fred_Lan","Minors","19","","0","0","34%","-2.6%"
"*05rjy*","Cole Eiserman","NYI","F","2490","Fred_Lan","Minors","19","","0","0","32%","-2.6%"
"*06imm*","Roger McQueen","ANA","F","5270","DaddyX23","Minors","19","","0","0","32%","-2.5%"
"*05o01*","Sebastian Cossa","DET","G","2041","Mando18","Minors","22","","0","0","31%","-2.6%"
"*06nkc*","Jake OBrien","SEA","F","5786","DJCarrot","Minors","18","CHI Mon 10:00PM","0","0","30%","-3%"
"*05rj2*","Scott Morrow","NYR","D","5504","SamBleau","Minors","23","","0","0","30%","-2.8%"
"*05mwh*","Devon Levi","BUF","G","4693","Bigdawn","Minors","23","","0","0","30%","-2.5%"
"*06pyw*","Victor Eklund","NYI","F","2497","Mando18","Minors","19","","0","0","29%","-2.6%"
"*067yd*","David Reinbacher","MTL","D","6520","SamBleau","Minors","21","","0","0","29%","-2.4%"
"*06pyp*","Radim Mrtka","BUF","D","5526","DaddyX23","Minors","18","","0","0","28%","-2.7%"
"*064om*","Michael Hage","MTL","F","3261","DaddyX23","Minors","19","","0","0","28%","-2.5%"
"*05aa0*","Brayden Yager","WPG","F","8274","Fred_Lan","Minors","20","","0","0","27%","-2.1%"
"*06rqm*","Carter Bear","DET","F","1140","DaddyX23","Minors","18","","0","0","26%","-2.7%"
"*06hcy*","Liam Greentree","LAK","F","3162","Pouding_","Minors","19","","0","0","26%","-2.9%"
"*06sqf*","Braeden Cootes","VAN","F","2017","DaddyX23","Minors","18","@NSH Mon 8:30PM","0","0","25%","-2.7%"
"*06pyk*","Justin Carbonneau","STL","F","1755","Pouding_","Minors","18","EDM Mon 8:30PM","0","0","25%","-2.8%"
"*066q4*","Konsta Helenius","BUF","F","3426","DJCarrot","Minors","19","","0","0","25%","-2.6%"
"*06hcp*","Anton Silayev","NJD","D","7110","Fred_Lan","Minors","19","","0","0","24%","-1.9%"
"*06h8h*","Trevor Connelly","VGK","F","1999","Pouding_","Minors","19","","0","0","24%","-2.2%"
"*06nke*","Jackson Smith","CBJ","D","7219","Mando18","Minors","18","","0","0","24%","-1.9%"
"*06sn9*","Kashawn Aitcheson","NYI","D","827","Bigdawn","Minors","19","","0","0","23%","-1.9%"
"*06spu*","Alexander Zharovsky","MTL","F","8373","MagicFac","Minors","18","","0","0","23%","-1.7%"
"*06maz*","Ilya Protas","WSH","F","6357","Pouding_","Minors","19","","0","0","23%","-3.1%"
"*06jhe*","Cole Reschny","CGY","F","6535","Fred_Lan","Minors","18","","0","0","22%","-2%"
"*06snc*","Jack Nesbitt","PHI","F","5661","Olilapat","Minors","18","","0","0","19%","-2.3%"
"*05yn1*","Jagger Firkus","SEA","F","2706","MagicFac","Minors","21","CHI Mon 10:00PM","0","0","19%","-1.8%"
"*06snd*","Lynden Lakovic","WSH","F","4482","Doumi","Minors","18","","0","0","18%","-2%"
"*06rut*","Cameron Reid","NSH","D","6510","Fred_Lan","Minors","18","VAN Mon 8:30PM","0","0","17%","-1.7%"
"*06pyr*","Cullen Potter","CGY","F","6306","Boeuf_","Minors","18","","0","0","16%","-2%"
"*06pyz*","Bill Zonnon","PIT","F","8395","SamBleau","Minors","19","@TOR Mon 7:30PM","0","0","15%","-1.7%"
"*064n0*","Malcolm Spence","NYR","F","7296","Boeuf_","Minors","19","","0","0","15%","-1.2%"
"*06loc*","Yegor Surin","NSH","F","7500","Pleka","Minors","19","VAN Mon 8:30PM","0","0","15%","-1.7%"
"*06lop*","Ivan Ryabkin","CAR","F","6735","MagicFac","Minors","18","","0","0","15%","-1.8%"
"*06pyi*","Logan Hensler","OTT","D","3467","Doumi","Minors","19","","0","0","15%","-1.4%"
"*06lor*","Sascha Boumedienne","WPG","D","1453","Olilapat","Minors","18","","0","0","14%","-1.2%"
"*06axx*","William Horcoff","PIT","F","3599","Bigdawn","Minors","18","@TOR Mon 7:30PM","0","0","14%","-1.6%"
"*06sqm*","Ryker Lee","NSH","F","4627","Mando18","Minors","18","VAN Mon 8:30PM","0","0","14%","-2.2%"
"*05yfk*","Mikhail Gulyayev","COL","D","3213","SamBleau","Minors","20","","0","0","13%","-1.2%"
"*06pys*","Cameron Schmidt","DAL","F","6911","Olilapat","Minors","18","","0","0","13%","-1.3%"
"*06sqp*","Vaclav Nestrasil","CHI","F","5665","SamBleau","Minors","18","@SEA Mon 10:00PM","0","0","11%","-1.2%"
"*06sqq*","Henry Brzustewicz","LAK","D","1609","MagicFac","Minors","18","","0","0","10%","-1.2%"
"*06cfs*","Florian Xhekaj","MTL","F","8272","DaddyX23","Minors","21","","0","0","7%","-1.5%"
"*06sq9*","Cooper Simpson","BOS","F","7132","Pouding_","Minors","18","","0","0","5%","-1%"
"*058t9*","Seamus Casey","NJD","D","8415","Doumi","Minors","21","","-0.5","-0.25","29%","-4.1%"
